enrollee_id,target
23603,0.6323495645811713
22499,0.3573865631049664
10465,0.4407061933366932
8293,0.1898349944846762
4246,0.2964286559925893
29306,0.26491405015697717
23118,0.5520584362282414
32832,0.4527397423755217
13380,0.20092329176367354
16102,0.5348646803764359
21761,0.5557070550307434
26112,0.19995981093324544
24468,0.3583983921287844
27200,0.21242083513480517
14341,0.2715294878656305
31993,0.4011980033753526
6811,0.7386732109866561
8854,0.29649289331338846
9709,0.21377079757013404
24656,0.24620474995071331
8464,0.45669460278120005
14522,0.4905056727650186
22739,0.2537945418424746
15368,0.22519518608778386
31516,0.29730367500352944
23444,0.4454893282245557
19454,0.5621876596862211
7319,0.5947321288897535
32762,0.2679175491038926
28893,0.18670463850037325
2334,0.3489423154601412
27287,0.2284878596332819
6470,0.21111108177470647
5607,0.5807857153927363
1652,0.6362257529230666
32671,0.7577676779017981
26165,0.3340844657772408
26033,0.3652664087111546
21060,0.6104546239147463
1735,0.4586273396879888
12103,0.27409551492622236
1204,0.24240459211143373
2406,0.19809833716251235
22521,0.1933175205491491
32178,0.21235865646271015
15624,0.3443598568690973
5883,0.20165599154362776
23845,0.25748707838298374
3724,0.24054322538544767
13252,0.35643304085383387
22987,0.2527736460693593
10755,0.4655606060904625
23310,0.6184280867702082
4780,0.18455025838108577
10577,0.4388944508146318
7756,0.5988552170233246
17407,0.19969697639058095
3940,0.23877791056439077
4775,0.19855959681734545
29135,0.24732383675196754
23987,0.4485746823013676
28624,0.20502924081854182
24436,0.40976907993887995
14634,0.5046651255280975
20127,0.40325960206912104
21207,0.24508066313745572
20879,0.32306070457264524
2879,0.6078901686720048
20912,0.5990444892094591
19212,0.27756238185252796
30182,0.22535748344771814
11573,0.21992609589197895
12721,0.3486079292845905
17161,0.18817911280253216
8857,0.18975208640714344
7546,0.366062550257165
18702,0.2587294460399954
11526,0.19948214991941415
24097,0.18851834972719864
2477,0.5600791160315677
14472,0.7842348180303359
312,0.28544421064880815
12342,0.46058069790364925
17790,0.7587834775730923
766,0.3224590622728283
12396,0.571652970185369
6825,0.19721262678729565
20581,0.6151902797176797
30072,0.21426530088756193
23143,0.2814529216036545
9627,0.6810260782489821
18582,0.36619876987866445
1676,0.21826285787002728
9357,0.3055342903274983
27993,0.2799100630799712
8158,0.3476561234900462
21086,0.29995625403213966
10333,0.44105466310676594
18504,0.58104686032553
27533,0.26396548446897705
4123,0.6257010555279706
5437,0.4558865195043839
10448,0.6226433068176256
17868,0.23993112351480858
17398,0.29939463993654564
25573,0.24431445745294156
21458,0.47555309704330256
20974,0.3542254159307527
5912,0.686065301104303
709,0.47817368437511004
3089,0.5246664516294847
16437,0.29094871526591587
15321,0.1891243159079716
15795,0.18719143863266052
18478,0.6172580994646862
528,0.2527736460693593
11315,0.30760361468465686
22769,0.7096937911029166
26708,0.2821807211329341
4402,0.2964286559925893
23152,0.5600013408587922
10359,0.21335501762874676
9179,0.5959703238674999
26693,0.32543167977463994
14196,0.36570729788372264
16769,0.21875460681341086
5447,0.5702415458748504
6288,0.2267786509044191
28582,0.26289664727379985
21600,0.5586978164533379
15597,0.3021420696653701
15868,0.47130001247613373
3981,0.1755437633718294
4881,0.2174666883994493
32433,0.2024490422645039
15798,0.33136803297611794
31076,0.22765821811757805
19845,0.3333648737079427
28628,0.398361010635472
9610,0.2168816594816362
25124,0.42289452726124405
25278,0.2528029845241762
12670,0.5969993814327967
28725,0.28213229194441364
18514,0.43583022123513504
2698,0.2736282075605283
3783,0.2921643221189622
33075,0.1901522322131259
18468,0.552325037073394
20936,0.23085165464335863
2341,0.2514207496694026
22281,0.26396548446897705
31200,0.479371605000746
15424,0.7345653711687182
31788,0.24827951891934977
10695,0.4431801686768095
5452,0.19839254295590325
32326,0.1979211467212373
277,0.41615404499395975
29616,0.24071717459143416
19536,0.41439274736100185
14326,0.2728006442465367
18191,0.3903380748166773
17629,0.20054067124995592
7988,0.2856647248504438
27623,0.6204711867912563
20845,0.3897555494207372
19308,0.24649644829814843
12644,0.4410313997689576
6708,0.5328111330043837
1625,0.2706982519017758
27738,0.31011765134463865
10942,0.6611958679951075
15481,0.2855996261005969
10085,0.3357880116407736
18835,0.2201431081857174
15804,0.46373767046221315
24330,0.6254863930248469
11812,0.18901288222138787
12863,0.3227447683021529
3172,0.3345036573105351
18080,0.1795793690426388
27986,0.18863550583022257
31022,0.4686560394191952
32728,0.29409123057472747
13376,0.513131620406787
3248,0.3099781159008665
28858,0.26626392402196286
14590,0.45310738958890345
16405,0.7740361168573057
7919,0.19013034328131484
29661,0.22972578967752091
28749,0.24021191103009834
18329,0.4965999793942129
9212,0.4936342830840716
