enrollee_id,target
23603,0.5253029122986289
22499,0.13684871255405937
10465,0.34349810517524293
8293,0.09462941924390274
4246,0.1708348665199256
29306,0.11845160518162505
23118,0.1466289819773832
32832,0.10820129696769688
13380,0.09256666771893714
16102,0.6256920719538854
21761,0.33036601886158296
26112,0.17465240659563278
24468,0.34349810517524293
27200,0.17364646813349366
14341,0.17996163792002629
31993,0.3323664693376527
6811,0.6598905947768442
8854,0.21534888223231857
9709,0.0782023589235457
24656,0.24361561039097493
8464,0.6033735853837746
14522,0.6177590578506822
22739,0.05591334883105544
15368,0.22215952581419837
31516,0.21534888223231857
23444,0.34848672957492166
19454,0.578808945788308
7319,0.6353828297411768
32762,0.3423532120139255
28893,0.07806789565599898
2334,0.23461187462601246
27287,0.1527318811565967
6470,0.09379207512638274
5607,0.6067157098665422
1652,0.49423176786331535
32671,0.6585911429365048
26165,0.27484920562976856
26033,0.06814584020545007
21060,0.39192112228436476
1735,0.21396631006422157
12103,0.19001162492069051
1204,0.17465240659563278
2406,0.08789382655228706
22521,0.07452857778624644
32178,0.12163472327699296
15624,0.3745800688657376
5883,0.08068993685507216
23845,0.176331526323898
3724,0.176331526323898
13252,0.2768939351535439
22987,0.176331526323898
10755,0.6349860707570131
23310,0.525813998151108
4780,0.0742306136242099
10577,0.31985729096834614
7756,0.6069532578007346
17407,0.2674957902378855
3940,0.17465240659563278
4775,0.08783575851254209
29135,0.17910956139456222
23987,0.5064639727509199
28624,0.08483782955263054
24436,0.4016680545759084
14634,0.5685492886934937
20127,0.3323664693376527
21207,0.2390758379532879
20879,0.08521308651790484
2879,0.6033735853837746
20912,0.5041844806858278
19212,0.18426762566643856
30182,0.1847285718736295
11573,0.08648294493604526
12721,0.10407772279458223
17161,0.07970351443299777
8857,0.0805189784836645
7546,0.3295442623652789
18702,0.06195270562327883
11526,0.0948100534112725
24097,0.08483782955263054
2477,0.6272217100010015
14472,0.6651663271970402
312,0.17996163792002629
12342,0.3215452779913949
17790,0.5912467481090795
766,0.24020096329527815
12396,0.602115679211402
6825,0.07704708902924383
20581,0.6203081333614342
30072,0.08998698084412378
23143,0.175673614066889
9627,0.6715295225493559
18582,0.11739316428949247
1676,0.11035390899052709
9357,0.059574604286112345
27993,0.17953147887460366
8158,0.13088868975112708
21086,0.15650001421635815
10333,0.5009915133511881
18504,0.6053346014913937
27533,0.17199730847438033
4123,0.546158901560135
5437,0.24917898370650693
10448,0.6053346014913937
17868,0.09982034120377728
17398,0.24977593862860947
25573,0.2390758379532879
21458,0.5312080997246009
20974,0.3336512956502253
5912,0.5313583551625094
709,0.3745800688657376
3089,0.6053346014913937
16437,0.13470582467961778
15321,0.15732164288152217
15795,0.07171887121315569
18478,0.37961726580077354
528,0.176331526323898
11315,0.24538960477686914
22769,0.6093190832882107
26708,0.08341747433394649
4402,0.1708348665199256
23152,0.33351188589293407
10359,0.09120802331413369
9179,0.5900824461864985
26693,0.21396631006422157
14196,0.13143270825027273
16769,0.10029389678176152
5447,0.4734263418228516
6288,0.16487057641224095
28582,0.11562342331486888
21600,0.60791394497798
15597,0.13757935028919
15868,0.38867069551922917
3981,0.14447755341579643
4881,0.11501620426702007
32433,0.09301940249253242
15798,0.4734263418228516
31076,0.11055663935549596
19845,0.06713310745611462
28628,0.1559020901756545
9610,0.12329731010897597
25124,0.1276071957590423
25278,0.2015189720594066
12670,0.6793805808348273
28725,0.0976071969409171
18514,0.5687677730746018
2698,0.24674190871941004
3783,0.13296982968403442
33075,0.07473540447908986
18468,0.6114173577035834
